Codigo Invias,NombreEstacionPeaje,Fecha,Trafico,Recaudo
3937,AGUAS NEGRAS,03/01/2016,147347,2685764700
3937,AGUAS NEGRAS,04/01/2016,124425,2546234700
3937,AGUAS NEGRAS,05/01/2016,125077,2491920100
3937,AGUAS NEGRAS,06/01/2016,134885,2597787900
3937,AGUAS NEGRAS,07/01/2016,131106,2388458400
3937,AGUAS NEGRAS,08/01/2016,137888,2734145200
3937,AGUAS NEGRAS,09/01/2016,128349,2579418500
3937,AGUAS NEGRAS,10/01/2016,142278,2741272300
3937,AGUAS NEGRAS,11/01/2016,135228,2622276500
3937,AGUAS NEGRAS,12/01/2016,178389,3065557200
3937,AGUAS NEGRAS,01/01/2017,197845,3295425100
3937,AGUAS NEGRAS,02/01/2017,119083,2577829600
3937,AGUAS NEGRAS,03/01/2017,127022,2767695600
3937,AGUAS NEGRAS,04/01/2017,144690,2824812100
3937,AGUAS NEGRAS,05/01/2017,124210,2679812400
3937,AGUAS NEGRAS,06/01/2017,136894,2805698300
3937,AGUAS NEGRAS,07/01/2017,136062,2773621500
3937,AGUAS NEGRAS,08/01/2017,133317,2786738900
3937,AGUAS NEGRAS,09/01/2017,128505,2742259100
3937,AGUAS NEGRAS,10/01/2017,93831,1893404600
3937,AGUAS NEGRAS,11/01/2017,0,0
3937,AGUAS NEGRAS,12/01/2017,0,0
3937,AGUAS NEGRAS,01/01/2018,449606,0
3937,AGUAS NEGRAS,02/01/2018,295750,0
3937,AGUAS NEGRAS,03/01/2018,394704,0
3937,AGUAS NEGRAS,04/01/2018,327786,0
3937,AGUAS NEGRAS,05/01/2018,336838,0
3937,AGUAS NEGRAS,06/01/2018,383911,0
3937,AGUAS NEGRAS,07/01/2018,401444,0
3937,AGUAS NEGRAS,08/01/2018,395070,0
3937,AGUAS NEGRAS,09/01/2018,342492,0
3937,AGUAS NEGRAS,10/01/2018,389079,0
3937,AGUAS NEGRAS,11/01/2018,384287,0
3937,AGUAS NEGRAS,12/01/2018,564309,0
3935,ALBARRACIN,01/01/2014,355251,2814532500
3935,ALBARRACIN,02/01/2014,244244,2150715500
3935,ALBARRACIN,03/01/2014,282834,2454205500
3935,ALBARRACIN,04/01/2014,305408,2514977300
3935,ALBARRACIN,05/01/2014,241843,2133125800
3935,ALBARRACIN,06/01/2014,313235,2538499800
3935,ALBARRACIN,07/01/2014,287770,2460351400
3935,ALBARRACIN,08/01/2014,313329,2594860700
3935,ALBARRACIN,09/01/2014,263142,2286220800
3935,ALBARRACIN,10/01/2014,312162,2620097900
3935,ALBARRACIN,11/01/2014,303257,2520503000
3935,ALBARRACIN,12/01/2014,425273,3330089000
3935,ALBARRACIN,01/01/2015,389380,3178927200
3935,ALBARRACIN,02/01/2015,259217,2371863000
3935,ALBARRACIN,03/01/2015,291487,2477350700
3935,ALBARRACIN,04/01/2015,321502,2812975600
3935,ALBARRACIN,05/01/2015,323571,2860793700
3935,ALBARRACIN,06/01/2015,348277,2968398800
3935,ALBARRACIN,07/01/2015,330575,2899597800
3935,ALBARRACIN,08/01/2015,337213,2866244100
3935,ALBARRACIN,09/01/2015,284793,2568048700
3935,ALBARRACIN,10/01/2015,343016,2977725400
3935,ALBARRACIN,11/01/2015,323331,2822675900
3935,ALBARRACIN,12/01/2015,459351,3716218800
3935,ALBARRACIN,01/01/2016,411188,3441440200
3935,ALBARRACIN,02/01/2016,280997,2654732550
3935,ALBARRACIN,03/01/2016,377069,3333470000
3935,ALBARRACIN,04/01/2016,283988,2660926350
3935,ALBARRACIN,05/01/2016,339126,3043249950
3935,ALBARRACIN,06/01/2016,314921,2723498700
3935,ALBARRACIN,07/01/2016,299591,2450402650
3935,ALBARRACIN,08/01/2016,350355,3211851900
3935,ALBARRACIN,09/01/2016,305016,2830068250
3935,ALBARRACIN,10/01/2016,354488,3183902950
3935,ALBARRACIN,11/01/2016,337603,3024431200
3935,ALBARRACIN,12/01/2016,469466,4008517050
3935,ALBARRACIN,01/01/2017,429518,3734202700
3935,ALBARRACIN,02/01/2017,290764,2916730050
3935,ALBARRACIN,03/01/2017,326996,3195804850
3935,ALBARRACIN,04/01/2017,376121,3457976700
3935,ALBARRACIN,05/01/2017,335898,3253392850
3935,ALBARRACIN,06/01/2017,354376,3329043050
3935,ALBARRACIN,07/01/2017,377207,3521676000
3935,ALBARRACIN,08/01/2017,369778,3519567750
3935,ALBARRACIN,09/01/2017,308679,3066443050
3935,ALBARRACIN,10/01/2017,363751,3508570350
3935,ALBARRACIN,11/01/2017,351327,3390989350
3935,ALBARRACIN,12/01/2017,517453,4621163150
3935,ALBARRACIN,01/01/2018,117298,4166305550
3935,ALBARRACIN,02/01/2018,84119,3050097750
3935,ALBARRACIN,03/01/2018,102185,3795024050
3935,ALBARRACIN,04/01/2018,87193,3276038050
3935,ALBARRACIN,05/01/2018,91424,3402289100
3935,ALBARRACIN,06/01/2018,91598,3752587200
3935,ALBARRACIN,07/01/2018,94288,3915513800
3935,ALBARRACIN,08/01/2018,91648,3957627650
3935,ALBARRACIN,09/01/2018,89153,3556600750
3935,ALBARRACIN,10/01/2018,98941,3947597000
3935,ALBARRACIN,11/01/2018,98799,3906217550
3935,ALBARRACIN,12/01/2018,114978,5244128600
3816,ALTAMIRA,01/01/2014,0,0
3816,ALTAMIRA,02/01/2014,0,0
3816,ALTAMIRA,03/01/2014,0,0
3816,ALTAMIRA,04/01/2014,0,0
3816,ALTAMIRA,05/01/2014,0,0
3816,ALTAMIRA,06/01/2014,0,0
3816,ALTAMIRA,07/01/2014,0,0
3816,ALTAMIRA,08/01/2014,0,0
3816,ALTAMIRA,09/01/2014,0,0
3816,ALTAMIRA,10/01/2014,0,0
3816,ALTAMIRA,11/01/2014,0,0
3816,ALTAMIRA,12/01/2014,0,0
3816,ALTAMIRA,01/01/2015,0,0
3816,ALTAMIRA,02/01/2015,0,0
3816,ALTAMIRA,03/01/2015,0,0
3816,ALTAMIRA,04/01/2015,0,0
3816,ALTAMIRA,05/01/2015,0,0
3816,ALTAMIRA,06/01/2015,0,0
3816,ALTAMIRA,07/01/2015,0,0
3816,ALTAMIRA,08/01/2015,0,0
3816,ALTAMIRA,09/01/2015,24493,197648700
3816,ALTAMIRA,10/01/2015,98310,779824200
3816,ALTAMIRA,11/01/2015,97323,781302100
3816,ALTAMIRA,12/01/2015,115648,912382100
3816,ALTAMIRA,01/01/2016,111120,897229200
3816,ALTAMIRA,02/01/2016,84031,727568200
3816,ALTAMIRA,03/01/2016,101005,849542000
3816,ALTAMIRA,04/01/2016,89415,775343900
3816,ALTAMIRA,05/01/2016,96922,836189800
3816,ALTAMIRA,06/01/2016,92988,782643600
3816,ALTAMIRA,07/01/2016,97479,797252500
3816,ALTAMIRA,08/01/2016,104534,899136600
3816,ALTAMIRA,09/01/2016,101744,890835600
3816,ALTAMIRA,10/01/2016,113812,986426700
3816,ALTAMIRA,11/01/2016,111004,976688000
3816,ALTAMIRA,12/01/2016,125534,1083914600
3816,ALTAMIRA,01/01/2017,117938,1026025200
3816,ALTAMIRA,02/01/2017,88895,831348800
3816,ALTAMIRA,03/01/2017,98913,922533400
3816,ALTAMIRA,04/01/2017,105715,945317700
3816,ALTAMIRA,05/01/2017,95013,859769500
3816,ALTAMIRA,06/01/2017,99422,907360800
3816,ALTAMIRA,07/01/2017,102869,937902900
3816,ALTAMIRA,08/01/2017,102568,937030100
3816,ALTAMIRA,09/01/2017,94784,862162100
3816,ALTAMIRA,10/01/2017,101393,913620100
3816,ALTAMIRA,11/01/2017,100920,909386800
3816,ALTAMIRA,12/01/2017,117914,1047607000
3816,ALTAMIRA,01/01/2018,101016,1052404750
3816,ALTAMIRA,02/01/2018,85340,820941300
3816,ALTAMIRA,03/01/2018,98276,964838000
3816,ALTAMIRA,04/01/2018,93962,832832200
3816,ALTAMIRA,05/01/2018,93823,883287900
3816,ALTAMIRA,06/01/2018,91076,842452800
3816,ALTAMIRA,07/01/2018,97179,878718500
3816,ALTAMIRA,08/01/2018,94174,878398600
3816,ALTAMIRA,09/01/2018,88958,851838800
3816,ALTAMIRA,10/01/2018,89538,946871200
3816,ALTAMIRA,11/01/2018,88780,951010200
3816,ALTAMIRA,12/01/2018,112008,1088629800
3818,ALTO PINO,01/01/2014,90028,801339700
3818,ALTO PINO,02/01/2014,68820,630348700
3818,ALTO PINO,03/01/2014,72522,664797400
3818,ALTO PINO,04/01/2014,74268,677427600
3818,ALTO PINO,05/01/2014,75313,673955900
3818,ALTO PINO,06/01/2014,74567,685687500
3818,ALTO PINO,07/01/2014,77920,720575500
3818,ALTO PINO,08/01/2014,74311,690469500
3818,ALTO PINO,09/01/2014,68660,638940100
3818,ALTO PINO,10/01/2014,67749,624087200
3818,ALTO PINO,11/01/2014,68918,632359900
3818,ALTO PINO,12/01/2014,84597,726667100
3818,ALTO PINO,01/01/2015,75842,672715700
3818,ALTO PINO,02/01/2015,60636,552913500
3818,ALTO PINO,03/01/2015,70308,644531100
3818,ALTO PINO,04/01/2015,69301,634068600
3818,ALTO PINO,05/01/2015,73536,684715100
3818,ALTO PINO,06/01/2015,70070,645065300
3818,ALTO PINO,07/01/2015,70303,660786800
3818,ALTO PINO,08/01/2015,73017,680563600
3818,ALTO PINO,09/01/2015,63301,577708200
3818,ALTO PINO,10/01/2015,70941,647896600
3818,ALTO PINO,11/01/2015,68153,613582200
3818,ALTO PINO,12/01/2015,86405,763583800
3818,ALTO PINO,01/01/2016,78230,711399300
3818,ALTO PINO,02/01/2016,68291,658404800
3818,ALTO PINO,03/01/2016,77989,742849600
3818,ALTO PINO,04/01/2016,71805,700097200
3818,ALTO PINO,05/01/2016,83063,840477200
3818,ALTO PINO,06/01/2016,77763,775326500
3818,ALTO PINO,07/01/2016,79065,779730000
3818,ALTO PINO,08/01/2016,75793,764325800
3818,ALTO PINO,09/01/2016,74170,729998300
3818,ALTO PINO,10/01/2016,78084,772537000
3818,ALTO PINO,11/01/2016,83090,821051400
3818,ALTO PINO,12/01/2016,96055,938535100
3818,ALTO PINO,01/01/2017,85047,854625100
3818,ALTO PINO,02/01/2017,75379,787179300
3818,ALTO PINO,03/01/2017,86621,909125900
3818,ALTO PINO,04/01/2017,83183,855524700
3818,ALTO PINO,05/01/2017,95446,1032711600
3818,ALTO PINO,06/01/2017,87838,936704200
3818,ALTO PINO,07/01/2017,94486,1037302800
3818,ALTO PINO,08/01/2017,94905,1027317400
3818,ALTO PINO,09/01/2017,92692,949416200
3818,ALTO PINO,10/01/2017,95249,1011560700
3818,ALTO PINO,11/01/2017,89632,905728600
3818,ALTO PINO,12/01/2017,111334,1116498900
3818,ALTO PINO,01/01/2018,181820,1040235000
3818,ALTO PINO,02/01/2018,130604,901487100
3818,ALTO PINO,03/01/2018,154935,1047426700
3818,ALTO PINO,04/01/2018,143557,999982600
3818,ALTO PINO,05/01/2018,145362,994672300
3818,ALTO PINO,06/01/2018,149184,958756300
3818,ALTO PINO,07/01/2018,156102,1015934600
3818,ALTO PINO,08/01/2018,153731,991399700
3818,ALTO PINO,09/01/2018,140036,961139300
3818,ALTO PINO,10/01/2018,149186,952158600
3818,ALTO PINO,11/01/2018,142114,955777300
3818,ALTO PINO,12/01/2018,164997,1225961600
3983,ALVARADO,01/01/2014,0,0
3983,ALVARADO,02/01/2014,0,0
3983,ALVARADO,03/01/2014,0,0
3983,ALVARADO,04/01/2014,0,0
3983,ALVARADO,05/01/2014,0,0
3983,ALVARADO,06/01/2014,0,0
3983,ALVARADO,07/01/2014,0,0
3983,ALVARADO,08/01/2014,0,0
3983,ALVARADO,09/01/2014,0,0
3983,ALVARADO,10/01/2014,0,0
3983,ALVARADO,11/01/2014,0,0
3983,ALVARADO,12/01/2014,0,0
3983,ALVARADO,01/01/2015,0,0
3983,ALVARADO,02/01/2015,0,0
3983,ALVARADO,03/01/2015,0,0
3983,ALVARADO,04/01/2015,0,0
3983,ALVARADO,05/01/2015,0,0
3983,ALVARADO,06/01/2015,0,0
3983,ALVARADO,07/01/2015,0,0
3983,ALVARADO,08/01/2015,46315,430320000
3983,ALVARADO,09/01/2015,140413,1282064400
3983,ALVARADO,10/01/2015,153003,1392954400
3983,ALVARADO,11/01/2015,149432,1370377100
3983,ALVARADO,12/01/2015,178671,1584199700
3983,ALVARADO,01/01/2016,181869,1659429200
3983,ALVARADO,02/01/2016,132747,1320767100
3983,ALVARADO,03/01/2016,154115,1451902800
3983,ALVARADO,04/01/2016,142040,1400596000
3983,ALVARADO,05/01/2016,147430,1410749500
3983,ALVARADO,06/01/2016,149079,1422936500
3983,ALVARADO,07/01/2016,154976,1408058500
3983,ALVARADO,08/01/2016,156819,1510539700
3983,ALVARADO,09/01/2016,144321,1471005900
3983,ALVARADO,10/01/2016,155354,1936345000
3983,ALVARADO,11/01/2016,149700,1873130100
3983,ALVARADO,12/01/2016,174197,2102307900
3983,ALVARADO,01/01/2017,184419,2227833900
3983,ALVARADO,02/01/2017,131897,1769182500
3983,ALVARADO,03/01/2017,146168,1974480000
3983,ALVARADO,04/01/2017,152568,1963204300
3983,ALVARADO,05/01/2017,149255,1979664050
3983,ALVARADO,06/01/2017,152981,2040760100
3983,ALVARADO,07/01/2017,159201,2100175750
3983,ALVARADO,08/01/2017,157837,2070701600
3983,ALVARADO,09/01/2017,143663,1922039100
3983,ALVARADO,10/01/2017,152998,2012781000
3983,ALVARADO,11/01/2017,149614,1975753550
3983,ALVARADO,12/01/2017,174256,2192795200
3983,ALVARADO,01/01/2018,248671,2323889900
3983,ALVARADO,02/01/2018,187535,1796297350
3983,ALVARADO,03/01/2018,231634,2084340600
3983,ALVARADO,04/01/2018,204391,1961084950
3983,ALVARADO,05/01/2018,136455,2001270000
3983,ALVARADO,06/01/2018,172753,2051161800
3983,ALVARADO,07/01/2018,201723,2109909700
3983,ALVARADO,08/01/2018,214975,2109416500
3983,ALVARADO,09/01/2018,199674,1978283100
3983,ALVARADO,10/01/2018,209782,2077298650
3983,ALVARADO,11/01/2018,213607,1962879400
3983,ALVARADO,12/01/2018,256115,2167650700
3822,AMAGA,01/01/2014,0,0
3822,AMAGA,02/01/2014,0,0
3822,AMAGA,03/01/2014,0,0
3822,AMAGA,04/01/2014,0,0
3822,AMAGA,05/01/2014,0,0
3822,AMAGA,06/01/2014,0,0
3822,AMAGA,07/01/2014,0,0
3822,AMAGA,08/01/2014,0,0
3822,AMAGA,09/01/2014,0,0
3822,AMAGA,10/01/2014,0,0
3822,AMAGA,11/01/2014,189798,1351948900
3822,AMAGA,12/01/2014,223965,1582020700
3822,AMAGA,01/01/2015,212893,1522259300
3822,AMAGA,02/01/2015,164706,1224401900
3822,AMAGA,03/01/2015,192225,1412592500
3822,AMAGA,04/01/2015,185774,1374062000
3822,AMAGA,05/01/2015,206903,1545062000
3822,AMAGA,06/01/2015,214948,1584246600
3822,AMAGA,07/01/2015,197441,1477023900
3822,AMAGA,08/01/2015,206254,1533025650
3822,AMAGA,09/01/2015,189184,1443723200
3822,AMAGA,10/01/2015,213292,1606358050
3822,AMAGA,11/01/2015,184674,1388381100
3822,AMAGA,12/01/2015,233810,1713478100
3822,AMAGA,01/01/2016,226676,1723802500
3822,AMAGA,02/01/2016,188467,1559518400
3822,AMAGA,03/01/2016,226552,1842971250
3822,AMAGA,04/01/2016,196195,1633986600
3822,AMAGA,05/01/2016,219106,1775509350
3822,AMAGA,06/01/2016,210008,1676150150
3822,AMAGA,07/01/2016,217154,1696085700
3822,AMAGA,08/01/2016,231049,1867129350
3822,AMAGA,09/01/2016,199433,1601802800
3822,AMAGA,10/01/2016,217315,1711778700
3822,AMAGA,11/01/2016,201518,1619610800
3822,AMAGA,12/01/2016,238203,1864110800
3822,AMAGA,01/01/2017,233664,1874218800
3822,AMAGA,02/01/2017,185859,1571031750
3822,AMAGA,03/01/2017,203793,1705003600
3822,AMAGA,04/01/2017,214663,1795704000
3822,AMAGA,05/01/2017,209058,1771529850
3822,AMAGA,06/01/2017,218307,1842385800
3822,AMAGA,07/01/2017,227765,1901705000
3822,AMAGA,08/01/2017,217318,1808113500
3822,AMAGA,09/01/2017,183491,1548714300
3822,AMAGA,10/01/2017,216532,1823240100
3822,AMAGA,11/01/2017,220388,1855354050
3822,AMAGA,12/01/2017,261140,2163210550
3822,AMAGA,01/01/2018,248671,2100717800
3822,AMAGA,02/01/2018,187535,1663976350
3822,AMAGA,03/01/2018,231634,2030450300
3822,AMAGA,04/01/2018,204391,1821062100
3822,AMAGA,05/01/2018,136455,1226332200
3822,AMAGA,06/01/2018,172753,1530527600
3822,AMAGA,07/01/2018,201723,1773198150
3822,AMAGA,08/01/2018,214975,1899270950
3822,AMAGA,09/01/2018,199674,1758902300
3822,AMAGA,10/01/2018,209782,1852465800
3822,AMAGA,11/01/2018,213607,1866120750
3822,AMAGA,12/01/2018,256115,2185983800
3951,ANDES,01/01/2014,951719,7952524200
3951,ANDES,02/01/2014,896015,7590463100
3951,ANDES,03/01/2014,989585,8330167150
3951,ANDES,04/01/2014,940167,7900818950
3951,ANDES,05/01/2014,1001869,8560416350
3951,ANDES,06/01/2014,943065,7901251600
3951,ANDES,07/01/2014,969776,8213085500
3951,ANDES,08/01/2014,1041110,8616967700
3951,ANDES,09/01/2014,988229,8315652000
3951,ANDES,10/01/2014,1050048,8833611700
3951,ANDES,11/01/2014,1027593,8604355650
3951,ANDES,12/01/2014,1154847,9485373900
3951,ANDES,01/01/2015,1012878,8626914600
3951,ANDES,02/01/2015,942674,8178627200
3951,ANDES,03/01/2015,1040367,8890285400
3951,ANDES,04/01/2015,993625,8566835900
3951,ANDES,05/01/2015,1063319,9107857800
3951,ANDES,06/01/2015,1004780,8615388500
3951,ANDES,07/01/2015,1042408,9023156500
3951,ANDES,08/01/2015,1088098,9314743700
3951,ANDES,09/01/2015,1030722,8926831500
3951,ANDES,10/01/2015,1108975,9549252000
3951,ANDES,11/01/2015,1064596,9129779150
3951,ANDES,12/01/2015,1217845,10253382900
3951,ANDES,01/01/2016,1036048,9341236050
3951,ANDES,02/01/2016,1001589,9225758450
3951,ANDES,03/01/2016,1058358,9642000100
3951,ANDES,04/01/2016,1025509,9415170700
3951,ANDES,05/01/2016,1066629,9716389200
3951,ANDES,06/01/2016,1039355,9432692900
3951,ANDES,07/01/2016,1047928,9328062400
3951,ANDES,08/01/2016,1103631,10124754700
3951,ANDES,09/01/2016,1076323,10043278500
3951,ANDES,10/01/2016,1119480,10282978900
3951,ANDES,11/01/2016,1094885,10078784000
3951,ANDES,12/01/2016,1247473,11289089550
3951,ANDES,01/01/2017,1077219,10282652200
3951,ANDES,02/01/2017,996494,9721834100
3951,ANDES,03/01/2017,1092847,10595682000
3951,ANDES,04/01/2017,1067297,10235129800
3951,ANDES,05/01/2017,1101549,10646481600
3951,ANDES,06/01/2017,1097158,10594031200
3951,ANDES,07/01/2017,1120652,10830009500
3951,ANDES,08/01/2017,1146925,11118015000
3951,ANDES,09/01/2017,1089840,10668350600
3951,ANDES,10/01/2017,1131273,11089080700
3951,ANDES,11/01/2017,1119348,10814534500
3951,ANDES,12/01/2017,1247498,11839252300
3951,ANDES,01/01/2018,1088479,10709340300
3951,ANDES,02/01/2018,1013585,10219396200
3951,ANDES,03/01/2018,1141929,11336499100
3951,ANDES,04/01/2018,1075302,10816977600
3951,ANDES,05/01/2018,1141293,11472514050
3951,ANDES,06/01/2018,1117738,11208580800
3951,ANDES,07/01/2018,1113533,11232762300
3951,ANDES,08/01/2018,1170456,12102361800
3951,ANDES,09/01/2018,1109877,11508458600
3951,ANDES,10/01/2018,1131615,11774805400
3951,ANDES,11/01/2018,1097962,11426322300
3951,ANDES,12/01/2018,1245613,12552733500
3803,BAYUNCA,01/01/2014,109202,1174686600
3803,BAYUNCA,02/01/2014,100594,1137150300
3803,BAYUNCA,03/01/2014,112870,1300411700
3803,BAYUNCA,04/01/2014,110187,1240822050
3803,BAYUNCA,05/01/2014,107831,1228851300
3803,BAYUNCA,06/01/2014,105540,1184014500
3803,BAYUNCA,07/01/2014,113205,1279117500
3803,BAYUNCA,08/01/2014,109642,1235306900
3803,BAYUNCA,09/01/2014,104981,1200563000
3803,BAYUNCA,10/01/2014,108231,1218377300
3803,BAYUNCA,11/01/2014,100211,1110101800
3803,BAYUNCA,12/01/2014,113532,1251137300
3803,BAYUNCA,01/01/2015,111699,1249659300
3803,BAYUNCA,02/01/2015,100818,1172152600
3803,BAYUNCA,03/01/2015,112188,1304123700
3803,BAYUNCA,04/01/2015,109838,1251089100
3803,BAYUNCA,05/01/2015,109100,1245840700
3803,BAYUNCA,06/01/2015,110744,1249526500
3803,BAYUNCA,07/01/2015,115859,1324249100
3803,BAYUNCA,08/01/2015,112491,1288509700
3803,BAYUNCA,09/01/2015,109173,1277725650
3803,BAYUNCA,10/01/2015,120348,1439170800
3803,BAYUNCA,11/01/2015,112816,1346416200
3803,BAYUNCA,12/01/2015,124717,1434160900
3803,BAYUNCA,01/01/2016,116947,1343467100
3803,BAYUNCA,02/01/2016,109844,1305052500
3803,BAYUNCA,03/01/2016,119595,1438935400
3803,BAYUNCA,04/01/2016,112577,1371641100
3803,BAYUNCA,05/01/2016,111040,1301597700
3803,BAYUNCA,06/01/2016,112857,1333453700
3803,BAYUNCA,07/01/2016,115163,1315090700
3803,BAYUNCA,08/01/2016,118406,1415666800
3803,BAYUNCA,09/01/2016,114666,1390403100
3803,BAYUNCA,10/01/2016,116168,1395447200
3803,BAYUNCA,11/01/2016,114654,1376007000
3803,BAYUNCA,12/01/2016,128365,1520075300
3803,BAYUNCA,01/01/2017,120043,1455825650
3803,BAYUNCA,02/01/2017,112217,1424140100
3803,BAYUNCA,03/01/2017,121321,1526996900
3803,BAYUNCA,04/01/2017,115142,1435524900
3803,BAYUNCA,05/01/2017,116553,1460024100
3803,BAYUNCA,06/01/2017,116578,1461319200
3803,BAYUNCA,07/01/2017,115777,1467725400
3803,BAYUNCA,08/01/2017,119746,1553339500
3803,BAYUNCA,09/01/2017,114755,1423128800
3803,BAYUNCA,10/01/2017,114142,1440317800
3803,BAYUNCA,11/01/2017,109888,1388133400
3803,BAYUNCA,12/01/2017,119510,1449530550
3803,BAYUNCA,01/01/2018,114486,1417575100
3803,BAYUNCA,02/01/2018,104573,1369770800
3803,BAYUNCA,03/01/2018,114730,1488487700
3803,BAYUNCA,04/01/2018,113303,1506797400
3803,BAYUNCA,05/01/2018,110741,1461157200
3803,BAYUNCA,06/01/2018,109256,1398270100
3803,BAYUNCA,07/01/2018,112698,1440023300
3803,BAYUNCA,08/01/2018,110426,1440085400
3803,BAYUNCA,09/01/2018,104440,1380306600
3803,BAYUNCA,10/01/2018,112553,1484881100
3803,BAYUNCA,11/01/2018,107473,1416189100
3803,BAYUNCA,12/01/2018,119082,1545802200
3910,EL BOQUERON I,01/01/2014,398601,6463583300
3910,EL BOQUERON I,02/01/2014,284543,5157956500
3910,EL BOQUERON I,03/01/2014,338302,6237259800
3910,EL BOQUERON I,04/01/2014,364724,6629397000
3910,EL BOQUERON I,05/01/2014,331023,6473889100
3910,EL BOQUERON I,06/01/2014,360957,6310180000
3910,EL BOQUERON I,07/01/2014,345213,6513972000
3910,EL BOQUERON I,08/01/2014,359932,6545434100
